spare_cap_sq,spare_cap_x_conc,spare_cap_x_wl_total,vol_top3_share,n_high_asr_items
693321561,6892.414198302,15030612.499122301,0.6025496812898388,1
275726025,5202.194746904999,16743374.994465,0.3961612960028174,1
578739249,7736.706397233001,18503842.5008019,0.40361934775342595,1
328624384,5406.191039744,15423906.666062402,0.5113501041976779,0
107474689,2891.620254187,12829162.5,0.341061992896948,0
620508100,4638.58523489,15558370.832503002,0.5717272274763564,1
81450625,2328.391851925,10145604.169675,0.3623071577484364,1
53246209,1503.100120363,8993552.5,0.3457019335331406,1
36084049,1796.295808334,8402291.25,0.35067832687918343,0
116683204,2322.810802906,11202574.163066,0.4634773963389672,1
1582130176,5187.031164128,8817013.3346592,1.0,0
203319081,3483.346823418,14526356.25,0.43729872157704697,1
176650681,2808.437968467,13944474.171097,0.3969850830994355,1
148376761,3214.947396739,13160555.420727,0.3557999939059691,1
253319056,4676.876762252,16307268.328028,0.4398982258286343,1
1716444900,15397.980357960001,5489475.0,1.0,0
222725776,4154.460679824,15191388.338308,0.3911756882564171,0
189860841,3784.5295852859995,15857332.495407,0.37401108228435986,0
256160025,4176.193708829999,14837968.749466501,0.44952578030694945,0
203034001,3688.47006433,12859722.5,0.4238561347598452,1
295599249,4156.877737848,15831887.499426901,0.49084762829503364,0
242705241,4801.671483282001,17305672.494807,0.38530301485333607,0
183115024,4133.129274956,14304451.662156,0.43018304309139443,1
263250625,3330.6840465249998,15434031.25,0.45296264118158125,0
236298384,4810.481275824,16845149.994876,0.4060010800594033,0
435600,-180.0188643,-1007325.0,0.27912833990363556,1
666310969,8326.18629831,20489068.75,0.4928858080992339,0
545549449,6344.098428366,17692927.5,0.5301021115372175,0
3094081,-533.226012835,-2914809.5827470003,0.296798477298488,0
462422016,4447.905509376,16441599.999283202,0.5357507660878448,1
1353651264,4144.386200976,8707440.001226401,1.0,0
367143921,4908.944788083,16925549.999361303,0.4519137737528542,0
174794841,3237.21698157,13198964.9995593,0.41014506435067183,1
1316818944,9052.73851104,10886400.0,1.0,0
104223681,2986.233191367,13101549.996597,0.3356327785921646,0
261404224,5149.707901152,16653040.0,0.4695130410654828,0
293642496,3560.1089065919996,15329579.999428801,0.479328165374677,1
1652910336,10716.504632064001,6911520.0,1.0,0
278789809,3383.721635499,15180355.8338899,0.40582270430696393,1
1425440025,7824.21579423,9596062.5012585,1.0,0
156775441,2550.0280494950002,12656644.162493,0.4013054589119123,1
458302464,6493.139460576,17492119.999286402,0.4715157680569685,0
462895225,6334.377215335,16817558.3340505,0.5009580583351075,0
107143201,3063.466857891,12718791.25,0.3946434240526422,0
381342784,5737.087260112,17420603.3326824,0.4509265075376884,1
1397563456,13824.311642183999,8660626.6679128,1.0,0
451095121,4980.305138237,17451378.334041297,0.5657590168763941,0
39790864,1868.9671993,8983643.335436,0.32533857128088495,0
30680521,1596.7018068839998,7191468.331487,0.3685157497275791,1
514745344,7139.032942592,18282746.6659104,0.46943348870562923,0
208889209,3874.02750242,14055542.5,0.48672537401381477,0
1100912400,5819.360003940001,12248950.001106,1.0,0
66243321,2291.867488644,10214445.0,0.36244269010607416,0
1050991561,6436.814981205,13440377.0822527,0.8225101343295446,0
316199524,3486.067335514,14936880.0,0.5823352193401425,0
333208516,3838.1673615699997,14565170.833941799,0.5437074702759291,1
213832129,4224.952351466,15299313.75,0.3515159495671067,0
207100881,4528.2697286580005,16075946.245203001,0.3475448397530138,0
217533001,2942.05854488,14650673.3328417,0.379689927605699,1
471150436,6639.32416089,16198102.5,0.5262299304541942,0
160351569,3844.270452645,15517451.254221,0.32390141324179733,0
403768836,4397.953947222,16811980.0006698,0.523327712197864,0
294465600,3803.0383248000003,16037449.999428,0.4521551724137931,1
689430049,6833.362325405,15557272.5,0.7282185349197033,0
638876176,7074.39335442,15513145.0,0.621476373960657,0
256036,148.757375448,758367.5,0.29293837371330966,1
246458601,5013.332208237,15967191.244767,0.4448312344288591,0
683299600,5901.350716,15477058.332462002,0.6788971367974549,1
56040196,2283.0733329920004,9744276.669162,0.347443621048142,0
728514081,9392.182725501,18117708.75,0.5498917208062636,0
203205025,4450.211501275,15199393.75,0.35046348999837373,0
523768996,5952.011751278001,16296739.165903801,0.6529347924391788,0
145829776,3439.7170440560003,13660975.0,0.3958814238853116,1
98188281,1871.5727794499999,11548113.753302999,0.38648086403921234,0
107765161,2087.276018331,11661323.329873001,0.353967474508218,1
286591041,5421.1345301520005,16668011.2494357,0.5470770546115208,0
166384201,3149.127896933,13275220.837632999,0.4160618049281954,1
251412736,4574.5353909919995,15201940.0,0.36638759264342574,1
345922801,5751.331460406,16669353.75,0.4081284799818189,0
45819361,1436.035403194,8500735.831077,0.3547383013784625,1
334890000,5324.3831883,16218375.0,0.500374531835206,0
178489600,3613.8846626399995,13621633.32888,0.4286346396965866,1
167780209,3847.4079325840003,14696257.912349,0.47218148344618843,0
104939536,2927.4476201879997,12950123.336748,0.3906375877546323,0
347524164,5478.601671972,19069212.506214,0.43159572046437517,0
102030201,2115.201642372,10673390.003367,0.3886071234132783,1
251032336,4873.228091592,16695615.0,0.3269652901632597,1
56625625,-1902.469770075,-12457010.419174999,0.26598762494050454,1
321628356,4871.215092197999,16088292.4994022,0.4650853469297273,1
11594025,850.400237985,4752812.498865,0.32109628561125136,1
94731289,2442.46773498,10479196.669910999,0.38455213088723167,1
279324369,4388.4119805929995,14700476.249442901,0.4794428536076643,0
1046457801,9370.936313438999,11766948.75,0.9459331278159829,0
1348138089,11670.711628902001,8582598.75,1.0,0
1048011129,9713.441440395,13070598.75,0.784271798526966,0
18421264,1113.9517403040002,5756645.0,0.3652353345779699,0
421973764,4113.5693943,15500650.832648601,0.5010221604383024,1
34164025,1405.14471006,7294072.918614999,0.3568126676031158,1
8579041,602.508342837,3990762.5,0.3223598203037722,1
41396356,1365.266284512,7509014.164522001,0.4193330913239641,1
194239969,3535.964297712,15400385.0,0.3802594726845443,0
161112249,3193.8472991969998,12968015.004231,0.4197851858730306,1
341067024,5094.977381244,16467300.000615599,0.4368309965324891,0
304642116,5310.469719726,17963075.005818,0.387642488927612,0
97634161,2462.8817383,10202132.5,0.3861727270138671,1
274631184,4595.86362402,16482234.9994476,0.45968763191219925,0
143328784,3631.6799214600005,13837636.662676001,0.41604093496427275,0
364657216,5481.504164752,15666676.667303199,0.573965410747375,0
250683889,3922.305812569,14744481.25,0.46497754311379297,0
249987721,4441.210180023,16443440.0,0.3897358593990887,0
261792400,4587.624259040001,15128300.0,0.4815405968077724,0
195552256,3781.8693323840002,13418813.332867201,0.4400631931906113,0
58721569,2012.99661183,9361631.669220999,0.3655623108444706,0
415385161,5749.962701699001,17434247.0840127,0.5829643771071124,0
421850521,4268.091018353,16628032.0826487,0.597849638199583,0
66863329,2262.199986956,10418860.836059,0.39714308991662817,1
183846481,2979.271450792,13649393.337853,0.4651251550523202,1
381772521,6442.633684773,17788631.2506513,0.5006480499587604,0
967147801,7373.2166298560005,13294822.5,0.9021653118480685,0
22344529,1394.000364262,6665070.0,0.3691803441511683,0
29528356,-1552.278852696,-9665727.5,0.29480112622437243,0
175403536,3594.6598463160003,14744986.662252,0.36922156442876936,0
617920164,6897.657524058,16934512.5,0.5220931387151226,1
14615329,985.631053521,5078218.332059,0.3314714525098963,0
663732169,5209.380956399,15146497.084192099,0.7460622758226335,0
76020961,2658.69661503,10586319.169573,0.3592513988037816,1
5139289,488.272011883,3066117.5,0.37844288957012145,1
9703225,-830.73856502,-5046300.0,0.33611139977138105,1
128618281,3278.242853721,13878548.75,0.4187884369707953,0
321018889,4568.638307174,14333600.0,0.5007569323930141,1
109830400,2219.2695223200003,11191766.67016,0.46848203939745076,1
266538276,4466.75629509,16067505.0005442,0.4815861058798912,0
811395225,7300.276487415,16378875.0,0.7327278231910385,0
448550041,6863.9901722820005,18169817.0840393,0.5304563200537341,0
138156516,3223.947629592,13659127.496082,0.40173253925284247,1
652853601,6414.869448135,17193693.7508517,0.5451694174507686,1
9796900,845.03756589,4183766.6677099997,0.3239073322187724,0
195160900,3072.60864141,13160904.166201001,0.43706090879793746,1
220017889,4145.8482414439995,16328660.828389,0.3744489011171147,1
198161929,3450.685113869,12763146.6671359,0.4385732302816674,1
1679616,-331.08220584,-1850580.000432,0.34931743563158807,1
623900484,7038.11862549,17099522.4991674,0.5555888522625112,0
116596804,3229.3654509939997,12984595.0,0.4057657446932928,0
310852161,4602.158485965,16786181.249412302,0.4389637911505718,0
253796761,4216.148071359999,15074708.75,0.44838143726994395,0
389272900,4891.626463879999,17091112.5,0.4978235061337554,0
45981961,2116.142275912,9230636.25,0.3577801616996782,0
111936400,3031.93542068,12568158.33686,0.3418070889018013,0
33942276,1542.412573008,7452425.001941999,0.3431612804411089,1
546156900,6181.49991501,18520725.0,0.6760980120203421,0
50126400,2036.11066416,9333799.99764,0.3919831223628692,0
1154504484,11156.348310366,12628490.0011326,0.904735982580294,0
1116294921,9270.048403602,14171832.5011137,0.7592544654413668,0
197486809,3550.4742609439995,14211096.25,0.44104436617442727,1
1661622169,10494.821843078,5486020.4153079,1.0,0
23232400,1427.52229382,6541141.6650600005,0.36279243404678946,1
1058265961,7397.439672937,15479334.1655823,0.7762450878177881,0
268324,143.204950812,727142.5,0.2930174002967492,1
3751969,-524.346911114,-2900657.5,0.3445469459062147,1
43243776,1949.29303584,9085840.002192,0.380595461170102,0
340218025,4550.896133945,14325616.6672815,0.4908303520994163,1
116920969,3070.44888326,13484712.079729,0.42776493988943165,0
218714521,4488.926865463,16224765.411737,0.48406209658733573,0
290497936,4789.024466476,16234410.0,0.4069251681213335,1
169859089,3984.775288782,13977892.5,0.45600150154847185,1
137100681,3002.522044167,13143352.5,0.4013096632723559,0
312052225,4327.61741702,15523118.75,0.45147247119078104,1
143784081,3528.0545650560002,13484878.746003,0.4565421551698022,0
100460529,3040.111390914,12499516.246659,0.3338765474454642,0
386358336,5242.0181879520005,17403750.0006552,0.48484848484848486,0
360848016,5445.900192276,16494859.999366801,0.4253960929087833,0
79192201,2579.907052129,11071839.169633,0.42876928616935817,0
163021824,3814.331165568,14422519.995744001,0.48023703152146935,0
148766809,3488.22686032,13808020.412601,0.4531292869554614,0
77299264,2520.231908152,11250096.663736,0.4275022094564737,0
178008964,3503.0042336940005,13330881.667111399,0.469517973340072,0
104080804,2646.435200736,11115929.163266001,0.418903385252026,1
363131136,5506.946333568,17801480.0006352,0.5023897625655257,0
94672900,2563.82980903,11011116.669909999,0.4585199886589169,0
76545001,2464.846434817,10086867.919583,0.4077404761247966,0
256832676,3340.801899594,13067867.5005342,0.5470421757437702,1
254945089,5085.273690028001,15561172.0828011,0.5190645127957841,0
134096400,3512.18295402,13152949.996140001,0.44228007181328544,0
365268544,5247.26515416,14803836.6660296,0.5034765142150803,1
18992164,1234.2425895659999,5652689.165214,0.31866049899119137,1
128550244,3270.206573412,12471800.0,0.38473649812845345,0
119246400,3191.42605236,13231400.00364,0.4291079812206573,0
229734649,4172.482528458,16325352.078281,0.49003116308682104,0
243079281,4426.225513881001,15837857.494803,0.39705532320038084,0
128074489,3062.412159208,13396498.75,0.4412908588902414,0
5336100,-688.07968383,-3616112.50077,0.33502430775734515,1
21808900,1435.4856617,6390116.66511,0.39300768658566826,0
492529249,6222.963183896,15988207.084073098,0.6292804840619108,0
430189081,6081.224633616999,16990335.834024698,0.48497464858403067,0
349241344,4976.474856704,17115093.3327104,0.42904378230465184,0
851122276,8596.069679244001,16300972.5,0.6515859977252623,0
18905104,1288.913254468,6083576.668116,0.39781560562825935,0
67732900,2620.5481088399997,10637275.0,0.39643731302692414,0
2686321,473.639308296,2505621.25,0.33617767117917025,0
11336689,1010.853679381,4782542.917789,0.3550308649388706,0
257185369,4693.812839205,16444607.088678999,0.49552877809619167,0
203832729,2690.9691925859997,14782643.754758999,0.42424242424242425,0
82029249,2595.793041732,11072182.5,0.3992988899090226,1
131698576,3420.1034787119997,13584715.0,0.33555065028039616,1
75550864,2537.676971316,10683916.669564,0.4454114795637325,0
298149289,4273.3804761,15525910.833908899,0.45389968629430644,1
155426089,3884.1939226090003,14435747.087489,0.4411520609842314,0
158105476,3969.339082514,14114315.0,0.44954666008758404,0
49294441,1802.725770307,8855236.25,0.38381737275862976,0
301647424,4812.28818564,16130530.0,0.527504342790967,0
238300969,3820.2792626259998,13835411.25,0.4616919798396644,1
125686521,3339.895086786,13910982.496263001,0.36627304744147504,0
73702225,2439.069970125,10856447.913805,0.4441027049292874,0
57820816,2210.816813304,9777476.664132,0.395256177131244,0
83978896,2691.952941036,10878431.663612,0.406769728764371,1
142993764,3159.931622202,13323205.003986,0.4425882210519944,0
98743969,2744.698948866,11394426.669979,0.4414625103385335,0
68807025,2430.981997185,11243181.252765,0.3102029696226672,0
261565929,4989.029928966,15883233.7494609,0.5156277101328616,0
410386564,5325.662550334,17075805.8340086,0.4871069436585563,0
163609681,3441.163830026,13260003.337597,0.39302679375329874,1
823173481,6663.448484576001,16712507.5,0.7293518915935986,0
895924624,9560.109020252,14092983.3323356,0.7774090788425803,0
18792225,-1108.44986763,-7143718.751445,0.272484037701429,1
741091729,7929.097594172999,16345142.917574098,0.6169207402823873,0
37822500,-1794.6130315500002,-10283312.49795,0.3098729227761486,1
48622729,1940.3483787010002,9439698.75,0.3908801640939333,0
496621225,5772.34146084,14930950.0,0.561171032357473,1
321879481,4694.723213411,15070440.0,0.47108171033667173,1
93528241,-2843.784319328,-18503846.663443,0.2719540524226738,0
629257225,6795.88516533,16284345.8341695,0.590760733115742,0
44222500,1921.5735196,9021833.335549999,0.3778096479791395,0
723663801,7182.2986625250005,16981256.25,0.62373611801757,0
37540129,-1802.3276207860001,-10949459.581291,0.28910360474895846,0
12952801,973.4640161950001,4857150.415467001,0.357020361827009,0
63361600,2379.44501388,10082666.66932,0.4012958963282937,0
60124516,2373.188844546,9763578.335918,0.40460720614294154,0
20748025,1350.1095157500001,6441529.168184999,0.3827172703671653,0
175085824,3965.312858464,15988666.662256,0.3626605389070763,0
422960356,4251.764741224,16341400.8326478,0.4700826716869935,1
170851041,3380.266043757,13397775.0,0.39916690156284257,1
220463104,3217.35135232,13926186.667161599,0.5188378880339612,1
221592996,4801.325348988,16659915.004962,0.37354718735471876,0
34527376,1614.41005206,8192123.335291999,0.3703353440343523,0
35796289,1699.718463288,8129401.25,0.373606376707589,0
165508225,3424.7836608350003,13090137.5,0.40301851563715574,1
391525369,5936.767336362,17610430.0,0.45504303335580853,0
291077721,4349.371631979,15212725.0005687,0.45792619635634774,1
146361604,3676.691614312,13176738.337366,0.45802686766761896,0
214388164,3293.751342328,13623160.8338214,0.5221029053297319,1
121088016,3311.835982224,13489069.996332001,0.3844275797152606,0
157778721,3824.3113077840003,14000281.245813001,0.49853571318474676,0
80120401,2320.4546173569997,10233976.663683001,0.3615634275569364,1
680792464,7719.0921910960005,15068130.0,0.6893378464142162,0
471367521,5293.160623437,16925533.749276303,0.5107561509725621,1
646430625,6740.079834599999,14735906.249152502,0.6658492975734355,0
49,-1.926980755,-10855.833331,0.33025973737418624,1
856440225,8401.811206965,13839906.2509755,0.8101048617731172,0
94458961,2076.572221181,10820486.663427,0.42130325104163713,1
268140625,3385.0688855,15392500.0,0.4125065502183406,1
79619929,1885.7485224840002,10521704.169641,0.3702081658674502,1
566059264,7390.259929136,19658140.0,0.4862316107129385,0
85470025,1948.2414324699998,10616341.663585,0.36453642847154244,1
171217225,2858.55802397,13630208.337694999,0.4008773304088986,1
271491529,4314.107776419,14582145.0,0.4081968937348806,1
207648100,4494.16530871,15646858.32853,0.3912062765609676,0
455395600,5840.9423562599995,16156158.332622001,0.48546069315300083,1
97061904,2898.2022972600003,12257530.003284,0.41473199044042336,0
59459521,2263.040588765,9641962.919236999,0.39639035640537423,0
336282244,3940.989065568,14891984.166055402,0.48886055059635436,1
580713604,6301.350620038001,17742152.5,0.565113386278825,0
56220004,2105.369433396,9047586.669166,0.3475547970774892,0
176305284,3543.3189738059996,13809120.0,0.37992560368198725,1
444408561,5662.846206225,15801966.2492973,0.5449224465905765,0
18809569,1176.431755336,5988674.165221,0.36554115535007253,1
621056241,7112.849270084999,16022126.250830699,0.6348423726281189,0
128278276,3544.525883584,13534570.0,0.37854130783393714,0
282609721,5149.074711134001,16607867.0838937,0.5091347688814786,0
27019204,1550.558898532,7565255.835066,0.2955881613989247,0
144769024,3123.2835732480003,13104853.337344,0.4394867750545984,0
409860025,5190.692784675,16288789.582658501,0.5852958998182185,0
51065316,2166.732385812,9798952.5,0.3107993871189306,0
139523344,3166.5653304400003,12579780.0,0.44537182114017115,0
1337145489,9029.958281775,9522656.2512189,1.0,0
151388416,3629.855676512,13493386.670768,0.45461218497675554,0
213627456,4437.987097824001,15980159.995128,0.38707872564507634,0
387302400,5727.44088,18212200.000655998,0.4492890995260663,0
172554496,3546.98849984,13026533.333771199,0.47294752698970627,0
185286544,4108.7117579,13952300.0,0.464413151522875,0
390892441,5477.456003015,16599402.0826743,0.5017638431963217,0
55428025,1922.1631138599998,8338400.0,0.42204766342697375,1
901560676,7868.953814632,18591098.3343342,0.6763723787899025,0
531118116,6571.348262598,18811297.5,0.47900154869272116,1
38588944,1620.323028324,7500990.0,0.4086315355264515,0
368870436,5368.493462904,17725537.5006402,0.4577808792742498,1
101042704,2717.950971848,11065576.663316,0.4535309602838503,0
12538681,953.5748839239999,5122646.667847,0.32214959357437467,1
661364089,7757.847157437999,14840852.082476102,0.7392521910491107,0
15397776,1112.687893944,5341545.0,0.3619631901840491,0
1003622400,9620.0325936,16790400.0,0.6792792792792792,0
18395521,-1202.10183395,-7058979.165237,0.30164945525370773,0
34480384,1700.68619144,7499033.331376,0.3799836434267021,0
3179089,-514.798959023,-2883259.582739,0.3159481008058483,0
23746129,1428.770300375,7035393.75,0.2888329553667107,0
507060324,6703.618417848001,16485052.4992494,0.652255137443288,0
171243396,3810.69986238,15168855.004362,0.36316350191138685,0
1409852304,7360.20476856,8980230.0012516,1.0,0
177049636,3921.2650004479997,15745433.328898,0.35618729096989965,0
3786916,-490.195650546,-2971704.166018,0.3332339283432028,1
247905025,4366.5271557,16184547.921915,0.4565373440437532,0
182601169,3617.260606441,13456695.8328829,0.4542192015752533,1
9966649,-819.016326975,-4815740.417719,0.28342712378262763,1
230553856,4460.33507504,16126673.328272,0.38522940702978264,1
491242896,6770.714085672,19171860.0,0.5029777544228411,0
928481841,4936.743311493,15197411.25,0.7769977286805699,0
79138816,2624.624447808,10938373.330368001,0.3473576335032129,1
611572900,6042.48672779,16424841.667490998,0.7055747409965466,0
170563600,3991.14191618,14355116.67102,0.4808077645585473,0
438902500,4636.77075435,15607750.0,0.5639085239085239,0
499969600,4519.31948416,15046416.667412,0.5899293286219082,1
472671081,5346.06276534,15807518.7492753,0.603207360591599,0
