sku_counts,sku_average_volume,sku_length_var,sku_width_var,sku_height_var,sku_length_avg,sku_width_avg,sku_height_avg,max_asr,vehicle_length,vehicle_width,vehicle_height,spare_capacity,sku_concentration,sku_min_length,sku_max_length,sku_std_length,sku_min_width,sku_max_width,sku_std_width,sku_min_height,sku_max_height,sku_std_height,l_to_L_ratio_avg,l_to_L_ratio_min,l_to_L_ratio_max,l_to_L_ratio_std,h_to_H_ratio_avg,h_to_H_ratio_min,h_to_H_ratio_max,h_to_H_ratio_std,w_to_W_ratio_avg,w_to_W_ratio_min,w_to_W_ratio_max,w_to_W_ratio_std,wl_to_vehicle_wl_avg,wl_to_vehicle_wl_min,wl_to_vehicle_wl_max,wl_to_vehicle_wl_std,wl_to_vehicle_wl_total,instance_source,order_id
1,4680.0,0.0,0.0,0.0,36.0,13.0,10.0,3.6,60.0,25.0,30.0,40320.0,1.0,36.0,36.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,0.6,0.6,0.6,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.52,0.52,0.52,0.0,0.312,0.312,0.312,0.0,0.312,BSP_100_O6_0.xml,10
1,27300.0,0.0,0.0,0.0,39.0,28.0,25.0,1.56,60.0,25.0,30.0,17700.0,1.0,39.0,39.0,0.0,28.0,28.0,0.0,25.0,25.0,0.0,0.65,0.65,0.65,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,1.12,1.12,1.12,0.0,0.728,0.728,0.728,0.0,0.728,BSP_100_O6_0.xml,11
1,59400.0,0.0,0.0,0.0,45.0,40.0,33.0,1.3636363636363635,60.0,25.0,30.0,-14400.0,1.0,45.0,45.0,0.0,40.0,40.0,0.0,33.0,33.0,0.0,0.75,0.75,0.75,0.0,1.1,1.1,1.1,0.0,1.6,1.6,1.6,0.0,1.2,1.2,1.2,0.0,1.2,BSP_100_O6_0.xml,12
1,12600.0,0.0,0.0,0.0,42.0,20.0,15.0,2.8,60.0,25.0,30.0,32400.0,1.0,42.0,42.0,0.0,20.0,20.0,0.0,15.0,15.0,0.0,0.7,0.7,0.7,0.0,0.5,0.5,0.5,0.0,0.8,0.8,0.8,0.0,0.56,0.56,0.56,0.0,0.56,BSP_100_O6_0.xml,13
1,7296.0,0.0,0.0,0.0,24.0,19.0,16.0,1.5,60.0,25.0,30.0,37704.0,1.0,24.0,24.0,0.0,19.0,19.0,0.0,16.0,16.0,0.0,0.4,0.4,0.4,0.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.76,0.76,0.76,0.0,0.304,0.304,0.304,0.0,0.304,BSP_100_O6_0.xml,14
1,6200.0,0.0,0.0,0.0,31.0,25.0,8.0,3.875,60.0,25.0,30.0,38800.0,1.0,31.0,31.0,0.0,25.0,25.0,0.0,8.0,8.0,0.0,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.0,1.0,1.0,1.0,0.0,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.0,0.5166666666666667,BSP_100_O6_0.xml,15
1,5616.0,0.0,0.0,0.0,39.0,12.0,12.0,3.25,60.0,25.0,30.0,39384.0,1.0,39.0,39.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,0.65,0.65,0.65,0.0,0.4,0.4,0.4,0.0,0.48,0.48,0.48,0.0,0.312,0.312,0.312,0.0,0.312,BSP_100_O6_0.xml,16
1,5376.0,0.0,0.0,0.0,32.0,14.0,12.0,2.6666666666666665,60.0,25.0,30.0,39624.0,1.0,32.0,32.0,0.0,14.0,14.0,0.0,12.0,12.0,0.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.4,0.4,0.4,0.0,0.56,0.56,0.56,0.0,0.2986666666666667,0.2986666666666667,0.2986666666666667,0.0,0.2986666666666667,BSP_100_O6_0.xml,17
1,37440.0,0.0,0.0,0.0,78.0,30.0,16.0,4.875,60.0,25.0,30.0,7560.0,1.0,78.0,78.0,0.0,30.0,30.0,0.0,16.0,16.0,0.0,1.3,1.3,1.3,0.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,1.2,1.2,1.2,0.0,1.56,1.56,1.56,0.0,1.56,BSP_100_O6_0.xml,18
1,49923.0,0.0,0.0,0.0,43.0,43.0,27.0,1.5925925925925926,60.0,25.0,30.0,-4923.0,1.0,43.0,43.0,0.0,43.0,43.0,0.0,27.0,27.0,0.0,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.0,0.9,0.9,0.9,0.0,1.72,1.72,1.72,0.0,1.2326666666666666,1.2326666666666666,1.2326666666666666,0.0,1.2326666666666666,BSP_100_O6_0.xml,19
1,90000.0,0.0,0.0,0.0,100.0,45.0,20.0,5.0,60.0,25.0,30.0,-45000.0,1.0,100.0,100.0,0.0,45.0,45.0,0.0,20.0,20.0,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.8,1.8,1.8,0.0,3.0,3.0,3.0,0.0,3.0,BSP_100_O6_0.xml,20
2,10560.0,0.0,0.0,0.0,33.0,32.0,10.0,3.3,60.0,25.0,30.0,23880.0,0.5,33.0,33.0,0.0,32.0,32.0,0.0,10.0,10.0,0.0,0.55,0.55,0.55,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.28,1.28,1.28,0.0,0.704,0.704,0.704,0.0,1.408,BSP_100_O6_0.xml,21
1,5250.0,0.0,0.0,0.0,30.0,25.0,7.0,4.285714285714286,60.0,25.0,30.0,39750.0,1.0,30.0,30.0,0.0,25.0,25.0,0.0,7.0,7.0,0.0,0.5,0.5,0.5,0.0,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.5,BSP_100_O6_0.xml,22
2,38808.0,0.0,0.0,0.0,42.0,42.0,22.0,1.9090909090909092,60.0,25.0,30.0,-32616.0,0.5,42.0,42.0,0.0,42.0,42.0,0.0,22.0,22.0,0.0,0.7,0.7,0.7,0.0,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.0,1.68,1.68,1.68,0.0,1.176,1.176,1.176,0.0,2.352,BSP_100_O6_0.xml,23
2,3840.0,0.0,0.0,0.0,20.0,16.0,12.0,1.6666666666666667,60.0,25.0,30.0,37320.0,0.5,20.0,20.0,0.0,16.0,16.0,0.0,12.0,12.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.4,0.4,0.0,0.64,0.64,0.64,0.0,0.21333333333333335,0.21333333333333335,0.21333333333333335,0.0,0.4266666666666667,BSP_100_O6_0.xml,24
2,12864.0,4.5,2.0,128.0,31.5,29.0,14.0,5.0,60.0,25.0,30.0,19272.0,0.7901119402985075,30.0,33.0,2.1213203435596424,28.0,30.0,1.4142135623730951,6.0,22.0,11.313708498984761,0.525,0.5,0.55,0.03535533905932741,0.4666666666666667,0.2,0.7333333333333333,0.3771236166328253,1.1600000000000001,1.12,1.2,0.0565685424949237,0.608,0.6,0.616,0.01131370849898477,1.216,BSP_100_O6_0.xml,25
1,12960.0,0.0,0.0,0.0,30.0,27.0,16.0,1.875,60.0,25.0,30.0,32040.0,1.0,30.0,30.0,0.0,27.0,27.0,0.0,16.0,16.0,0.0,0.5,0.5,0.5,0.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,1.08,1.08,1.08,0.0,0.54,0.54,0.54,0.0,0.54,BSP_100_O6_0.xml,26
1,112056.0,0.0,0.0,0.0,87.0,46.0,28.0,3.107142857142857,60.0,25.0,30.0,-67056.0,1.0,87.0,87.0,0.0,46.0,46.0,0.0,28.0,28.0,0.0,1.45,1.45,1.45,0.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.0,1.84,1.84,1.84,0.0,2.668,2.668,2.668,0.0,2.668,BSP_100_O6_0.xml,27
2,17266.0,12.5,2.0,12.5,43.5,37.0,10.5,5.125,60.0,25.0,30.0,10468.0,0.6580562956098691,41.0,46.0,3.5355339059327378,36.0,38.0,1.4142135623730951,8.0,13.0,3.5355339059327378,0.7250000000000001,0.6833333333333333,0.7666666666666667,0.05892556509887899,0.35,0.26666666666666666,0.43333333333333335,0.11785113019775793,1.48,1.44,1.52,0.05656854249492385,1.0746666666666667,0.984,1.1653333333333333,0.12822202965516064,2.1493333333333333,BSP_100_O6_0.xml,28
2,1584.0,0.0,2.0,18.0,16.0,12.0,8.0,3.2,60.0,25.0,30.0,41832.0,0.7222222222222222,16.0,16.0,0.0,11.0,13.0,1.4142135623730951,5.0,11.0,4.242640687119285,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.0,0.26666666666666666,0.16666666666666666,0.36666666666666664,0.1414213562373095,0.48,0.44,0.52,0.05656854249492382,0.128,0.11733333333333333,0.13866666666666666,0.01508494466531301,0.256,BSP_100_O6_0.xml,29
2,12000.0,0.0,0.0,0.0,40.0,30.0,10.0,4.0,60.0,25.0,30.0,21000.0,0.5,40.0,40.0,0.0,30.0,30.0,0.0,10.0,10.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.2,1.2,1.2,0.0,0.8,0.8,0.8,0.0,1.6,BSP_100_O6_0.xml,30
1,30272.0,0.0,0.0,0.0,43.0,32.0,22.0,1.9545454545454546,60.0,25.0,30.0,14728.0,1.0,43.0,43.0,0.0,32.0,32.0,0.0,22.0,22.0,0.0,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.0,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.0,1.28,1.28,1.28,0.0,0.9173333333333333,0.9173333333333333,0.9173333333333333,0.0,0.9173333333333333,BSP_100_O6_0.xml,31
1,18600.0,0.0,0.0,0.0,31.0,30.0,20.0,1.55,60.0,25.0,30.0,26400.0,1.0,31.0,31.0,0.0,30.0,30.0,0.0,20.0,20.0,0.0,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.2,1.2,1.2,0.0,0.62,0.62,0.62,0.0,0.62,BSP_100_O6_0.xml,32
1,50024.0,0.0,0.0,0.0,74.0,52.0,13.0,5.6923076923076925,60.0,25.0,30.0,-5024.0,1.0,74.0,74.0,0.0,52.0,52.0,0.0,13.0,13.0,0.0,1.2333333333333334,1.2333333333333334,1.2333333333333334,0.0,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.0,2.08,2.08,2.08,0.0,2.5653333333333332,2.5653333333333332,2.5653333333333332,0.0,2.5653333333333332,BSP_100_O6_0.xml,33
2,4032.0,0.0,0.0,0.0,21.0,16.0,12.0,1.75,60.0,25.0,30.0,36936.0,0.5,21.0,21.0,0.0,16.0,16.0,0.0,12.0,12.0,0.0,0.35,0.35,0.35,0.0,0.4,0.4,0.4,0.0,0.64,0.64,0.64,0.0,0.224,0.224,0.224,0.0,0.448,BSP_100_O6_0.xml,34
2,15580.0,84.5,0.5,112.5,36.5,30.5,12.5,6.0,60.0,25.0,30.0,13840.0,0.8555840821566111,30.0,43.0,9.192388155425117,30.0,31.0,0.7071067811865476,5.0,20.0,10.606601717798213,0.6083333333333334,0.5,0.7166666666666667,0.1532064692570853,0.41666666666666663,0.16666666666666666,0.6666666666666666,0.35355339059327373,1.22,1.2,1.24,0.028284271247461926,0.7443333333333333,0.6,0.8886666666666667,0.20411815750251677,1.4886666666666666,BSP_100_O6_0.xml,35
1,93248.0,0.0,0.0,0.0,62.0,47.0,32.0,1.9375,60.0,25.0,30.0,-48248.0,1.0,62.0,62.0,0.0,47.0,47.0,0.0,32.0,32.0,0.0,1.0333333333333334,1.0333333333333334,1.0333333333333334,0.0,1.0666666666666667,1.0666666666666667,1.0666666666666667,0.0,1.88,1.88,1.88,0.0,1.9426666666666668,1.9426666666666668,1.9426666666666668,0.0,1.9426666666666668,BSP_100_O6_0.xml,36
1,2280.0,0.0,0.0,0.0,19.0,12.0,10.0,1.9,60.0,25.0,30.0,42720.0,1.0,19.0,19.0,0.0,12.0,12.0,0.0,10.0,10.0,0.0,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.48,0.48,0.48,0.0,0.152,0.152,0.152,0.0,0.152,BSP_100_O6_0.xml,37
1,31360.0,0.0,0.0,0.0,40.0,28.0,28.0,1.4285714285714286,60.0,25.0,30.0,13640.0,1.0,40.0,40.0,0.0,28.0,28.0,0.0,28.0,28.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.0,1.12,1.12,1.12,0.0,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.0,0.7466666666666667,BSP_100_O6_0.xml,38
1,5670.0,0.0,0.0,0.0,54.0,15.0,7.0,7.714285714285714,60.0,25.0,30.0,39330.0,1.0,54.0,54.0,0.0,15.0,15.0,0.0,7.0,7.0,0.0,0.9,0.9,0.9,0.0,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.0,0.6,0.6,0.6,0.0,0.54,0.54,0.54,0.0,0.54,BSP_100_O6_0.xml,39
1,33792.0,0.0,0.0,0.0,44.0,32.0,24.0,1.8333333333333333,60.0,25.0,30.0,11208.0,1.0,44.0,44.0,0.0,32.0,32.0,0.0,24.0,24.0,0.0,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.0,0.8,0.8,0.8,0.0,1.28,1.28,1.28,0.0,0.9386666666666666,0.9386666666666666,0.9386666666666666,0.0,0.9386666666666666,BSP_100_O6_0.xml,40
2,34937.5,12.5,12.5,12.5,32.5,32.5,32.5,1.0,60.0,25.0,30.0,-24875.0,0.6135957066189625,30.0,35.0,3.5355339059327378,30.0,35.0,3.5355339059327378,30.0,35.0,3.5355339059327378,0.5416666666666667,0.5,0.5833333333333334,0.05892556509887899,1.0833333333333335,1.0,1.1666666666666667,0.11785113019775798,1.2999999999999998,1.2,1.4,0.14142135623730948,0.7083333333333333,0.6,0.8166666666666667,0.1532064692570853,1.4166666666666667,BSP_100_O6_0.xml,41
2,10648.0,0.0,0.0,0.0,22.0,22.0,22.0,1.0,60.0,25.0,30.0,23704.0,0.5,22.0,22.0,0.0,22.0,22.0,0.0,22.0,22.0,0.0,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.0,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.0,0.88,0.88,0.88,0.0,0.32266666666666666,0.32266666666666666,0.32266666666666666,0.0,0.6453333333333333,BSP_100_O6_0.xml,42
1,90000.0,0.0,0.0,0.0,50.0,45.0,40.0,1.25,60.0,25.0,30.0,-45000.0,1.0,50.0,50.0,0.0,45.0,45.0,0.0,40.0,40.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.8,1.8,1.8,0.0,1.5,1.5,1.5,0.0,1.5,BSP_100_O6_0.xml,43
1,26112.0,0.0,0.0,0.0,48.0,34.0,16.0,3.0,60.0,25.0,30.0,18888.0,1.0,48.0,48.0,0.0,34.0,34.0,0.0,16.0,16.0,0.0,0.8,0.8,0.8,0.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,1.36,1.36,1.36,0.0,1.088,1.088,1.088,0.0,1.088,BSP_100_O6_0.xml,44
1,35532.0,0.0,0.0,0.0,47.0,28.0,27.0,1.7407407407407407,60.0,25.0,30.0,9468.0,1.0,47.0,47.0,0.0,28.0,28.0,0.0,27.0,27.0,0.0,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.0,0.9,0.9,0.9,0.0,1.12,1.12,1.12,0.0,0.8773333333333333,0.8773333333333333,0.8773333333333333,0.0,0.8773333333333333,BSP_100_O6_0.xml,45
2,5592.0,24.5,2.0,8.0,21.5,19.0,14.0,2.0833333333333335,60.0,25.0,30.0,33816.0,0.5364806866952789,18.0,25.0,4.949747468305833,18.0,20.0,1.4142135623730951,12.0,16.0,2.8284271247461903,0.35833333333333334,0.3,0.4166666666666667,0.08249579113843056,0.4666666666666667,0.4,0.5333333333333333,0.09428090415820632,0.76,0.72,0.8,0.05656854249492385,0.27466666666666667,0.216,0.3333333333333333,0.08296719565922157,0.5493333333333333,BSP_100_O6_0.xml,46
1,1632.0,0.0,0.0,0.0,17.0,16.0,6.0,2.8333333333333335,60.0,25.0,30.0,43368.0,1.0,17.0,17.0,0.0,16.0,16.0,0.0,6.0,6.0,0.0,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.0,0.2,0.2,0.2,0.0,0.64,0.64,0.64,0.0,0.18133333333333335,0.18133333333333335,0.18133333333333335,0.0,0.18133333333333335,BSP_100_O6_0.xml,47
2,3360.0,0.0,0.0,0.0,30.0,16.0,7.0,4.285714285714286,60.0,25.0,30.0,38280.0,0.5,30.0,30.0,0.0,16.0,16.0,0.0,7.0,7.0,0.0,0.5,0.5,0.5,0.0,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.0,0.64,0.64,0.64,0.0,0.32,0.32,0.32,0.0,0.64,BSP_100_O6_0.xml,48
1,10080.0,0.0,0.0,0.0,36.0,28.0,10.0,3.6,60.0,25.0,30.0,34920.0,1.0,36.0,36.0,0.0,28.0,28.0,0.0,10.0,10.0,0.0,0.6,0.6,0.6,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.12,1.12,1.12,0.0,0.672,0.672,0.672,0.0,0.672,BSP_100_O6_0.xml,49
1,21600.0,0.0,0.0,0.0,80.0,18.0,15.0,5.333333333333333,60.0,25.0,30.0,23400.0,1.0,80.0,80.0,0.0,18.0,18.0,0.0,15.0,15.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.5,0.5,0.5,0.0,0.72,0.72,0.72,0.0,0.96,0.96,0.96,0.0,0.96,BSP_100_O6_0.xml,50
2,4440.0,18.0,18.0,0.0,19.0,19.0,12.0,1.8333333333333333,60.0,25.0,30.0,36120.0,0.654054054054054,16.0,22.0,4.242640687119285,16.0,22.0,4.242640687119285,12.0,12.0,0.0,0.31666666666666665,0.26666666666666666,0.36666666666666664,0.07071067811865474,0.4,0.4,0.4,0.0,0.76,0.64,0.88,0.16970562748477142,0.24666666666666665,0.17066666666666666,0.32266666666666666,0.10748023074035522,0.49333333333333335,BSP_100_O6_0.xml,51
1,29680.0,0.0,0.0,0.0,53.0,35.0,16.0,3.3125,60.0,25.0,30.0,15320.0,1.0,53.0,53.0,0.0,35.0,35.0,0.0,16.0,16.0,0.0,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,1.4,1.4,1.4,0.0,1.2366666666666666,1.2366666666666666,1.2366666666666666,0.0,1.2366666666666666,BSP_100_O6_0.xml,52
1,13200.0,0.0,0.0,0.0,33.0,20.0,20.0,1.65,60.0,25.0,30.0,31800.0,1.0,33.0,33.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.55,0.55,0.55,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.8,0.0,0.44,0.44,0.44,0.0,0.44,BSP_100_O6_0.xml,53
2,11090.0,50.0,84.5,112.5,25.0,23.5,14.5,2.857142857142857,60.0,25.0,30.0,22820.0,0.8926961226330027,20.0,30.0,7.0710678118654755,17.0,30.0,9.192388155425117,7.0,22.0,10.606601717798213,0.41666666666666663,0.3333333333333333,0.5,0.11785113019775793,0.4833333333333333,0.23333333333333334,0.7333333333333333,0.35355339059327373,0.94,0.68,1.2,0.36769552621700463,0.41333333333333333,0.22666666666666666,0.6,0.26398653164297775,0.8266666666666667,BSP_100_O6_0.xml,54
1,29325.0,0.0,0.0,0.0,85.0,23.0,15.0,5.666666666666667,60.0,25.0,30.0,15675.0,1.0,85.0,85.0,0.0,23.0,23.0,0.0,15.0,15.0,0.0,1.4166666666666667,1.4166666666666667,1.4166666666666667,0.0,0.5,0.5,0.5,0.0,0.92,0.92,0.92,0.0,1.3033333333333332,1.3033333333333332,1.3033333333333332,0.0,1.3033333333333332,BSP_100_O6_0.xml,55
1,1008.0,0.0,0.0,0.0,28.0,18.0,2.0,14.0,60.0,25.0,30.0,43992.0,1.0,28.0,28.0,0.0,18.0,18.0,0.0,2.0,2.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.72,0.72,0.72,0.0,0.336,0.336,0.336,0.0,0.336,BSP_100_O6_0.xml,56
1,6450.0,0.0,0.0,0.0,43.0,30.0,5.0,8.6,60.0,25.0,30.0,38550.0,1.0,43.0,43.0,0.0,30.0,30.0,0.0,5.0,5.0,0.0,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.2,1.2,1.2,0.0,0.86,0.86,0.86,0.0,0.86,BSP_100_O6_0.xml,57
1,162000.0,0.0,0.0,0.0,90.0,60.0,30.0,3.0,60.0,25.0,30.0,-117000.0,1.0,90.0,90.0,0.0,60.0,60.0,0.0,30.0,30.0,0.0,1.5,1.5,1.5,0.0,1.0,1.0,1.0,0.0,2.4,2.4,2.4,0.0,3.6,3.6,3.6,0.0,3.6,BSP_100_O6_0.xml,58
1,8092.0,0.0,0.0,0.0,28.0,17.0,17.0,1.6470588235294117,60.0,25.0,30.0,36908.0,1.0,28.0,28.0,0.0,17.0,17.0,0.0,17.0,17.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.0,0.68,0.68,0.68,0.0,0.31733333333333336,0.31733333333333336,0.31733333333333336,0.0,0.31733333333333336,BSP_100_O6_0.xml,59
2,2500.0,0.0,0.0,0.0,25.0,20.0,5.0,5.0,60.0,25.0,30.0,40000.0,0.5,25.0,25.0,0.0,20.0,20.0,0.0,5.0,5.0,0.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.8,0.8,0.8,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,BSP_100_O6_0.xml,60
1,33813.0,0.0,0.0,0.0,51.0,51.0,13.0,3.923076923076923,60.0,25.0,30.0,11187.0,1.0,51.0,51.0,0.0,51.0,51.0,0.0,13.0,13.0,0.0,0.85,0.85,0.85,0.0,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.0,2.04,2.04,2.04,0.0,1.734,1.734,1.734,0.0,1.734,BSP_100_O6_0.xml,61
