order_id,distance_to_hyperplane,predicted_label,actual_label,prediction_probability,is_false_positive,is_false_negative,error_type
39732,1.3548014663714056,1,0,0.8824681997780128,True,False,false_positive
25943,2.128153028087034,1,0,0.9607895706381117,True,False,false_positive
36250,0.5190675442168455,1,0,0.6760385678639645,True,False,false_positive
16332,0.48530747623899373,1,0,0.6646229395007458,True,False,false_positive
36735,0.9695639375404923,1,0,0.806162324715139,True,False,false_positive
39239,1.87993189527878,1,0,0.9437183382342624,True,False,false_positive
26382,1.6810518175043185,1,0,0.9252178295736553,True,False,false_positive
34006,0.291670647051852,1,0,0.59646488539041,True,False,false_positive
18,1.0672212984426679,1,0,0.8284912534964293,True,False,false_positive
26494,0.6482056460431878,1,0,0.7177324895136551,True,False,false_positive
8295,1.4065434519685809,1,0,0.8904463095645124,True,False,false_positive
35789,0.04118666108485769,1,0,0.5,True,False,false_positive
35049,0.12029059942715747,1,0,0.5313169466620494,True,False,false_positive
15375,1.2717668857626663,1,0,0.8686076276187294,True,False,false_positive
22378,0.38147677483262754,1,0,0.6307496173583992,True,False,false_positive
37619,0.6702877938153833,1,0,0.7245280386211226,True,False,false_positive
14910,0.2986740971879627,1,0,0.599127678769044,True,False,false_positive
24397,4.250587922822852,1,0,0.9999924302011763,True,False,false_positive
34047,0.010291856355074458,1,0,0.489270375038397,True,False,false_positive
23999,0.09646227106008354,1,0,0.5222214521405212,True,False,false_positive
19915,2.3894182715195242,1,0,0.9733568347384868,True,False,false_positive
20917,1.328277141038562,1,0,0.8781849683830155,True,False,false_positive
20466,2.5455609947444415,1,0,0.9788966486276414,True,False,false_positive
24103,1.2473389488024154,1,0,0.8642725257598358,True,False,false_positive
13574,2.926522392734533,1,0,0.9881058262473006,True,False,false_positive
9293,0.27859933436095474,1,0,0.5914978192902441,True,False,false_positive
19810,0.915337460775099,1,0,0.7928482847273525,True,False,false_positive
31826,0.8186974506064573,1,0,0.7674892384847675,True,False,false_positive
20550,1.773947321911912,1,0,0.9344699960300314,True,False,false_positive
21202,2.536143475450963,1,0,0.9785970529407819,True,False,false_positive
9249,0.687150627533164,1,0,0.7296486722805431,True,False,false_positive
16573,0.2378883838687713,1,0,0.5760410342729725,True,False,false_positive
20295,0.5836021507971694,1,0,0.697280261231919,True,False,false_positive
36747,0.2207027567605806,1,0,0.5695171982620355,True,False,false_positive
16696,1.0890723085566023,1,0,0.8332004734498635,True,False,false_positive
20876,2.6561712515330456,1,0,0.9821224500191681,True,False,false_positive
85,1.8708511377082928,1,0,0.9429766652188118,True,False,false_positive
