q90_w_to_W,spare_cap_x_height_tail,n_long_and_wide
0.52,5887.727272727273,1
0.516,3414.6666666666665,2
0.56,0.0,1
0.44,5509.636363636363,2
0.47200000000000003,7312.615384615385,0
0.496,-2213.2352941176473,3
0.45199999999999996,5380.2,1
0.48,729.6428571428571,2
0.44,4866.5,2
0.448,7428.0,2
0.46799999999999997,16174.5,1
0.40800000000000003,24478.0,1
0.40800000000000003,19423.8,1
0.52,1320.6153846153848,2
0.424,7703.25,2
0.44,1798.4615384615386,2
0.47200000000000003,901.2307692307693,3
0.48,2924.5454545454545,3
0.52,1267.0,1
0.44,5769.545454545454,1
0.56,2052.0,1
0.56,1586.7272727272727,1
0.52,4491.363636363636,2
0.48799999999999993,1657.2,1
0.556,4988.333333333334,1
0.56,4243.555555555556,1
0.448,5277.666666666666,2
0.48,2874.727272727273,1
0.56,3595.555555555555,2
0.524,4195.2,2
0.516,1915.75,2
0.544,7642.875,1
0.496,8802.42857142857,1
0.512,3145.0,1
0.484,6779.5,1
0.49199999999999994,7815.6,1
0.49600000000000005,7774.75,1
0.544,1575.6666666666665,1
0.532,-1509.4444444444446,2
0.56,1204.0,1
0.504,6214.5,0
0.512,882.2307692307693,3
0.504,15457.8,1
0.468,3736.7142857142853,2
0.47200000000000003,1046.3076923076924,2
0.5,-1168.125,2
0.516,3780.333333333333,2
0.448,9953.888888888889,1
0.484,4192.0,2
0.44799999999999995,8163.0,1
0.44,4747.5,1
0.5680000000000001,7059.666666666666,1
0.48,2938.5,1
0.44,6387.75,0
0.552,722.3076923076924,3
0.444,6985.0,2
0.48,4944.333333333333,0
0.444,7038.5,2
0.46399999999999997,-777.6,2
0.532,6244.5,0
0.56,1799.6666666666665,2
0.496,1959.0,2
0.496,3540.222222222222,3
0.528,2192.222222222222,0
0.548,1937.4285714285713,2
0.512,2441.538461538462,1
0.4960000000000001,1664.5714285714284,1
0.552,3338.5714285714284,1
0.512,2178.4615384615386,2
0.524,8494.5,0
0.44,6682.200000000001,0
0.44,5110.181818181818,1
0.42,20381.5,0
0.504,2249.3333333333335,1
0.44,0.0,0
0.544,172.66666666666666,3
0.504,-903.9333333333334,3
0.508,2348.5714285714284,1
0.44,10247.222222222223,2
0.516,3604.333333333333,1
0.52,4033.363636363636,1
0.48,3098.909090909091,1
0.516,5430.416666666667,1
0.52,2128.909090909091,1
0.44,5299.5,2
0.52,5450.454545454545,2
0.548,3579.6428571428573,0
0.496,0.0,1
0.56,2110.6666666666665,2
0.512,2738.153846153846,1
0.516,3192.0,1
0.52,4435.272727272727,2
0.512,2705.2307692307695,1
0.484,6671.0,2
0.476,5951.166666666667,1
0.504,4234.666666666666,2
0.48,5307.272727272727,1
0.52,4374.5,1
0.46399999999999997,10016.25,3
0.528,6386.8,2
0.556,3860.0,1
0.464,8494.222222222223,2
0.548,1556.4285714285716,2
0.56,3092.181818181818,2
0.516,3640.0,1
0.528,4547.099999999999,1
0.56,1417.3636363636365,1
0.52,3086.454545454545,2
0.496,-1222.9411764705883,2
0.508,2335.0,2
0.536,9511.285714285714,1
0.524,6222.3,0
0.496,4152.888888888889,1
0.44,8335.42857142857,0
0.508,1863.4285714285713,1
0.548,2939.285714285714,1
0.504,546.3333333333333,2
0.544,1346.8000000000002,1
0.528,6414.8,1
0.448,3172.6666666666665,3
0.512,4180.153846153847,1
0.48,4918.285714285714,0
0.516,3621.666666666667,1
0.44,6906.8,1
0.556,4155.666666666666,1
0.556,4191.333333333333,1
0.48,2925.416666666667,2
0.528,1929.7777777777776,2
0.44,6174.8,2
0.48,3203.142857142857,0
0.516,3577.0833333333335,1
0.552,2924.6153846153848,1
0.512,4229.538461538462,1
0.48,5435.454545454545,1
0.476,4140.416666666667,1
0.48,2370.0,1
0.528,4851.9,2
0.528,2250.8888888888887,1
0.48,4651.272727272727,2
0.44,0.0,1
0.512,11972.800000000001,1
0.496,-1020.0,2
0.52,4537.166666666666,2
0.49200000000000005,-3075.0,3
0.512,2145.5384615384614,2
0.44,13928.125,1
0.44,10764.6,1
0.5240000000000001,-2901.2999999999997,2
0.532,6271.25,0
0.552,1534.6153846153848,2
0.52,0.0,1
0.56,-1701.9444444444446,2
0.552,1107.3846153846155,2
0.512,3061.538461538462,2
0.512,3578.769230769231,2
0.504,1518.3333333333333,1
0.48,4071.3846153846157,0
0.368,9140.444444444443,2
0.52,4753.090909090909,1
0.456,6599.11111111111,2
0.5440000000000002,4580.307692307692,0
0.512,1808.0,2
0.512,1840.9230769230771,2
0.52,5847.727272727273,1
0.48799999999999993,1978.7,1
0.44,8530.5,1
0.52,5499.090909090909,2
0.456,8134.444444444445,2
0.48,4232.307692307692,0
0.52,4567.636363636364,1
0.476,2983.6666666666665,3
0.5,8697.333333333332,2
0.44,4824.666666666666,1
0.44,12712.5,2
0.5,-2.625,2
0.44,17559.0,1
0.48,4417.727272727273,2
0.444,6550.0,1
0.44,3717.916666666667,1
0.49199999999999994,4758.400000000001,0
0.436,4622.5,2
0.44,7137.272727272727,1
0.524,6590.8,2
0.48,6004.166666666667,1
0.43200000000000005,7113.333333333333,2
0.516,2463.0,2
0.552,2965.769230769231,1
0.376,10187.777777777777,2
0.532,3012.25,0
0.556,1874.5,3
0.512,3319.5,1
0.44,10540.5,2
0.508,1548.9285714285716,2
0.44,14240.571428571428,1
0.47200000000000003,5227.384615384615,1
0.5640000000000001,5043.3,1
0.54,974.625,1
0.524,3609.6,2
0.536,2892.142857142857,2
0.54,2233.125,0
0.56,2362.4,2
0.552,12189.0,0
0.52,4474.181818181818,2
0.48,4872.0,1
0.48799999999999993,1968.0,1
0.484,7881.599999999999,2
0.52,6187.272727272727,1
0.504,4942.75,2
0.44,4342.916666666667,3
0.54,0.0,0
0.504,5121.333333333333,0
0.44,3623.666666666667,3
0.49199999999999994,3841.2000000000003,1
0.44,6396.727272727273,2
0.48,1180.3333333333333,1
0.48,17144.666666666664,2
0.52,1121.142857142857,2
0.5800000000000001,0.0,0
0.52,-1513.764705882353,2
0.52,2516.5714285714284,1
0.56,-445.75,2
0.56,974.6,1
0.46399999999999997,8444.25,1
0.56,1090.5,1
0.432,18774.0,0
0.552,2217.6666666666665,1
0.44,-973.0,2
0.49199999999999994,4723.5,1
0.44,7370.727272727272,2
0.5,-986.5625,3
0.47200000000000003,5061.333333333333,2
0.504,4925.333333333333,2
0.48,0.0,1
0.468,3812.5714285714284,1
0.46,12365.0,2
0.52,5936.363636363636,1
0.456,8978.571428571428,2
0.456,9582.857142857143,1
0.47200000000000003,15529.285714285714,2
0.56,2033.3846153846155,1
0.456,8240.888888888889,1
0.46399999999999997,11403.6,2
0.56,1251.0,1
0.48,8918.333333333332,1
0.496,8726.571428571428,2
0.44,9006.0,1
0.456,-198.05882352941177,2
0.468,2761.4285714285716,2
0.496,12300.571428571428,1
0.536,287.52941176470586,1
0.54,-272.5,2
0.5,10949.666666666666,0
0.504,0.0,1
0.552,4406.307692307692,1
0.48799999999999993,5897.6,2
0.54,10879.333333333332,0
0.496,-1272.764705882353,2
0.472,12131.666666666666,0
0.468,285.4285714285714,2
0.316,18557.0,2
0.512,440.69230769230774,2
0.43200000000000005,7025.142857142857,1
0.44,3744.8181818181815,0
0.5,-931.0,2
0.388,8858.0,0
0.56,6265.454545454545,1
0.488,4372.0,2
0.532,-1479.7222222222224,2
0.5000000000000001,9271.5,0
0.556,3452.333333333333,1
0.452,0.0,1
0.56,7426.0,0
0.46399999999999997,10281.5,1
0.536,9664.444444444443,1
0.544,1611.3333333333333,1
0.548,1304.0,2
0.48,4450.769230769231,0
0.512,8137.428571428571,0
0.552,2281.6153846153848,1
0.44799999999999995,7115.4,2
0.49199999999999994,4289.0,0
0.536,172.94117647058826,1
0.56,2587.4545454545455,1
0.524,3329.2000000000003,0
0.528,7036.333333333333,0
0.548,1346.142857142857,2
0.56,4484.454545454545,1
0.4,13364.0,1
0.56,2098.909090909091,2
0.512,0.0,1
0.5,-123.75,1
0.5,-977.8125,2
0.424,12597.2,1
0.528,0.0,0
0.54,112.1875,1
0.512,3861.7142857142853,1
0.536,-1284.235294117647,2
0.512,1825.0,2
0.41200000000000003,12256.5,1
0.504,1223.2,3
0.444,7073.5,1
0.52,5494.909090909091,2
0.48,3544.6363636363635,2
0.528,4456.0,1
0.524,5022.3,0
0.504,2497.125,2
0.512,4357.333333333333,1
0.512,6027.6,1
0.504,776.2666666666667,2
0.47200000000000003,1793.769230769231,2
0.536,5513.666666666666,2
0.436,6358.5,1
0.46399999999999997,2934.0,1
0.512,10045.333333333332,2
0.504,9073.6,2
0.45999999999999996,2876.125,1
0.46799999999999997,7335.0,1
0.508,903.8571428571428,2
0.508,2956.285714285714,2
0.49200000000000005,-2900.722222222222,2
0.52,3582.5454545454545,1
0.56,183.33333333333334,1
0.56,-1893.4736842105262,2
0.548,1343.7142857142856,1
0.52,3667.2727272727275,1
0.552,2884.333333333333,1
0.528,-2579.4736842105262,2
0.524,9298.25,0
0.52,-21.71428571428571,2
0.52,1479.4545454545455,2
0.28,25346.666666666664,0
0.576,0.0,0
0.512,0.0,1
0.5040000000000001,2693.846153846154,2
0.5120000000000001,0.0,0
0.48799999999999993,3813.0,1
0.544,848.0,1
0.44,5973.8,2
0.476,2903.25,1
0.464,7258.0,0
0.52,2050.0,3
0.44,7691.454545454545,2
0.504,1533.2,1
0.44,9476.0,0
0.496,-1490.1764705882351,1
0.404,16438.5,2
0.504,290.0,1
0.476,3053.5,1
0.504,7717.0,2
0.488,6364.444444444444,1
0.476,6224.166666666667,2
0.452,7866.0,0
0.492,6944.25,1
0.504,5346.200000000001,1
0.532,4574.5,1
0.528,2424.8,1
0.54,761.5625,2
0.5680000000000001,6103.777777777777,0
0.44,8583.375,2
0.496,2065.8888888888887,1
0.52,5256.727272727273,2
0.508,1227.142857142857,3
0.552,972.3076923076924,2
0.44,11455.285714285714,1
0.48799999999999993,1475.3000000000002,2
0.524,7318.400000000001,1
0.48800000000000004,3559.142857142857,1
0.512,2503.0769230769233,2
0.44,8427.25,1
0.508,7188.0,1
0.508,1200.357142857143,1
0.36800000000000005,14798.285714285714,2
0.516,2568.333333333333,1
0.376,11973.888888888889,2
0.488,5816.444444444444,1
0.476,6737.916666666667,2
0.5,7100.0,1
0.46399999999999997,3713.7333333333336,2
0.46399999999999997,5591.200000000001,0
0.5,651.0,3
0.504,-159.66666666666666,2
0.36,19824.666666666664,1
0.512,1189.2307692307693,2
0.38399999999999995,15870.625,1
0.484,3698.8,2
0.496,4988.571428571428,2
0.468,5899.0,1
0.504,2742.4,2
0.56,1774.6000000000001,1
0.48799999999999993,1728.9,0
0.49199999999999994,3974.8,0
0.5360000000000001,2017.8571428571427,0
0.48,3362.5454545454545,0
0.46399999999999997,2293.8,0
0.476,1524.9166666666665,0
0.48,2494.5454545454545,1
0.5720000000000001,2415.375,1
0.5360000000000001,1483.5,1
0.42800000000000005,1938.5714285714284,0
0.436,2496.0,0
0.476,2962.125,0
0.496,1729.0,1
0.476,3141.875,0
0.48,3522.5454545454545,0
0.56,1458.5454545454545,0
0.48,3171.125,0
0.552,787.8333333333333,1
0.504,2400.125,1
0.44,3312.0,0
0.496,1781.4444444444443,1
0.48,3361.6363636363635,0
0.48,3626.6000000000004,0
0.48,1942.909090909091,0
0.48,1797.846153846154,0
0.47200000000000003,2126.769230769231,0
0.516,0.0,0
0.56,1592.5454545454545,0
0.47200000000000003,1661.076923076923,1
0.48,4025.2000000000003,0
0.4,6764.0,0
0.496,2485.222222222222,0
0.44,3291.2727272727275,0
0.48,2084.153846153846,0
0.48,3543.2727272727275,0
0.552,2253.6666666666665,0
0.56,-636.8333333333333,1
0.41600000000000004,4225.428571428572,0
0.5360000000000001,1719.5714285714284,0
0.5680000000000001,0.0,1
0.44,1702.142857142857,0
0.476,3607.75,0
0.48,1671.8181818181818,0
0.48,3546.6000000000004,0
0.56,989.3636363636364,1
0.48,5905.0,0
0.48,4428.400000000001,0
0.44,2626.153846153846,0
0.476,3012.125,0
0.384,12693.666666666666,0
0.45199999999999996,4184.0,0
0.552,859.8333333333333,1
0.48,4272.888888888889,0
0.41600000000000004,5667.555555555556,0
0.5440000000000002,2527.538461538462,0
0.444,4010.8,0
0.48799999999999993,4601.6,0
0.48,1206.5714285714284,0
0.56,298.7142857142857,1
0.48,5787.3,0
0.552,1155.25,1
0.476,4571.25,0
0.48,1906.5454545454545,0
0.48,1984.0,1
0.44,2704.5,0
0.5680000000000001,2019.0,1
0.48,-358.764705882353,1
0.452,3443.875,0
0.46399999999999997,1709.0666666666666,0
0.48,2199.3846153846157,0
0.496,2549.4444444444443,0
0.496,2709.222222222222,0
0.48,5296.166666666666,0
0.41200000000000003,6661.0,0
0.56,63.5,1
0.468,1866.7142857142856,0
0.48799999999999993,2355.2000000000003,1
0.48,4824.666666666666,0
0.48,820.7857142857142,0
0.468,2191.714285714286,0
0.48799999999999993,1977.7,0
0.48,5086.833333333333,0
0.496,4680.888888888889,0
0.48,3895.75,0
0.468,2294.0,0
0.448,2701.222222222222,0
0.43200000000000005,2442.153846153846,0
0.504,2360.4444444444443,0
0.48,1654.1538461538462,1
0.56,2423.2727272727275,1
0.496,2664.777777777778,0
0.464,2432.777777777778,0
0.496,2556.111111111111,0
0.424,2905.0666666666666,0
0.56,978.2727272727273,1
0.528,205.06666666666666,1
0.48,2977.6666666666665,0
0.48,4105.2,0
0.48,1827.8571428571427,0
0.5360000000000001,1662.4285714285713,0
0.44,1645.0,0
0.45199999999999996,4104.0,0
0.444,4063.0,0
0.48799999999999993,2582.0,1
0.56,1334.2727272727273,1
0.48,5617.0,0
0.496,1877.4444444444443,1
0.5360000000000001,1884.142857142857,0
0.44,4379.454545454545,0
0.436,3200.5,0
0.5360000000000001,1129.4285714285713,1
0.5360000000000001,964.8571428571428,1
0.45999999999999996,18787.5,0
0.48,7077.714285714285,0
0.48,5281.333333333333,0
0.552,955.8333333333333,1
0.48,3764.3636363636365,0
0.48,3070.1818181818185,0
0.408,4452.8,0
0.49199999999999994,1954.2,0
0.56,1130.2727272727273,1
0.48799999999999993,1425.9,1
0.4,3543.0,0
0.476,2688.0,0
0.476,1473.5,0
0.48,3121.125,0
0.476,2844.0,0
0.48,693.7333333333333,1
0.52,411.625,1
0.448,5176.444444444444,0
0.516,3060.5,0
0.46399999999999997,1435.0666666666666,0
0.41600000000000004,5756.444444444444,0
0.48,3594.1818181818185,0
0.47200000000000003,3047.769230769231,0
0.344,13173.0,0
0.48,2708.769230769231,0
0.48799999999999993,1771.6000000000001,1
0.516,3505.75,0
0.48,2933.222222222222,0
0.476,3486.333333333333,0
0.48,2753.090909090909,0
0.44,2410.333333333333,0
0.48,1096.923076923077,1
0.5360000000000001,814.7142857142857,1
0.4,0.0,0
0.48,706.3076923076924,1
0.468,2138.0,0
0.444,2104.4,0
0.48,1363.6666666666665,0
0.52,1.625,1
0.48,194.66666666666666,0
0.5440000000000002,1546.769230769231,1
0.44,2789.846153846154,0
0.47200000000000003,3347.0769230769233,0
0.48,2943.2307692307695,0
0.476,1353.6666666666665,0
0.48,1599.909090909091,0
0.476,3670.0,0
0.44,2829.0,0
0.48,2282.0,0
0.48,4620.444444444444,0
0.48,2821.818181818182,0
0.48,1775.6363636363637,0
0.48,1119.6363636363637,1
0.436,1669.8333333333333,0
0.48,2141.5384615384614,0
0.5680000000000001,1787.0,1
0.44,3063.833333333333,0
0.40800000000000003,5755.333333333333,0
0.48,3160.1818181818185,0
0.44,3406.333333333333,0
0.48,2348.5,0
0.48799999999999993,2326.5,0
0.56,603.5833333333333,1
0.444,5142.0,0
0.48799999999999993,2275.1,0
0.5760000000000001,0.0,1
0.432,0.0,0
0.45999999999999996,1321.125,0
0.48,5990.0,0
0.45999999999999996,1940.8125,0
0.48,3022.25,0
0.5640000000000001,1337.9,1
0.48,3912.6000000000004,0
0.444,3682.2000000000003,0
0.48,4099.8,0
0.48,2211.833333333333,0
0.44,3324.0,0
0.44,3114.833333333333,0
0.48,4522.8,0
0.468,2000.4285714285713,0
0.5440000000000002,1244.0,0
0.48,1773.7272727272727,0
0.512,2851.142857142857,1
0.48,2266.285714285714,0
0.5640000000000001,0.0,1
0.44,3293.3076923076924,0
0.5640000000000001,1743.8000000000002,1
0.552,1351.6666666666665,1
0.5440000000000002,837.6153846153846,1
0.48,1068.5,1
0.5640000000000001,0.0,1
0.436,1789.6666666666665,0
0.47200000000000003,2435.6923076923076,0
0.42800000000000005,2408.714285714286,0
0.48799999999999993,2016.9,0
0.436,3133.833333333333,0
0.48,2988.909090909091,0
0.448,0.0,0
0.48,577.1052631578947,0
0.468,1156.142857142857,1
0.496,4438.222222222222,0
0.424,1940.9333333333334,0
0.47200000000000003,2466.923076923077,0
0.44,2641.6000000000004,0
0.536,0.0,0
0.52,3710.333333333333,1
0.48,1683.2,0
0.48,1733.5714285714284,0
0.44,2564.3571428571427,0
0.528,461.8666666666667,1
0.48,978.8,1
0.43200000000000005,2394.3076923076924,0
0.48,1150.0,0
0.552,748.5,1
0.48,1969.0,0
0.552,1700.3333333333333,1
0.44,4080.5454545454545,0
0.48,2554.333333333333,0
0.48,1803.4545454545455,0
0.48799999999999993,3266.4,0
0.476,2475.6666666666665,0
0.47200000000000003,2656.923076923077,0
0.48,2864.5,0
0.496,1773.4444444444443,1
0.47200000000000003,2598.0,0
0.48,4508.181818181818,0
0.47200000000000003,1234.6153846153848,0
0.48,1737.3636363636365,0
0.48799999999999993,3533.6000000000004,0
0.48,4280.0,0
0.48,4675.363636363636,0
0.48,1858.8181818181818,0
0.44,4726.909090909091,0
0.48799999999999993,1930.5,0
0.552,1198.0833333333333,1
0.4,2785.833333333333,0
0.5640000000000001,0.0,1
0.48,0.0,0
0.47200000000000003,2925.2307692307695,0
0.48799999999999993,1587.8000000000002,1
0.41200000000000003,3179.5,0
0.4,2710.4615384615386,0
0.496,2369.0,0
0.47200000000000003,3709.75,0
0.436,3757.0,0
0.48,1681.4,0
0.43200000000000005,4169.0,0
0.5360000000000001,1020.1428571428571,1
0.48,1859.3846153846155,0
0.48,2785.833333333333,0
0.504,2368.4444444444443,0
0.44,2765.5,0
0.5680000000000001,1795.0,1
0.436,4093.75,0
0.48799999999999993,2121.5,0
0.468,2951.3571428571427,0
0.476,2844.1666666666665,0
0.48,4292.400000000001,0
0.48,3083.2727272727275,0
0.5640000000000001,0.0,1
0.48,3220.833333333333,0
0.56,0.0,1
0.48,2340.333333333333,1
0.504,2464.4444444444443,0
0.476,2825.0,0
0.48,2856.1818181818185,0
0.48,219.0,1
0.49199999999999994,4262.400000000001,0
0.5440000000000002,674.9230769230769,1
0.5440000000000002,1453.846153846154,1
0.48,3731.5714285714284,0
0.48,2151.214285714286,0
0.48,1271.3846153846155,1
0.47200000000000003,2065.3846153846157,0
0.47200000000000003,3379.6153846153848,0
0.48,3449.818181818182,0
0.552,781.8333333333333,1
0.476,2574.6666666666665,0
0.48,2848.3846153846157,0
0.44,4012.727272727273,0
0.48,2401.090909090909,1
0.48,1323.1818181818182,1
0.48,3117.6363636363635,0
0.48,1426.2727272727273,1
0.552,1043.4166666666665,1
0.44,4094.8571428571427,0
0.48,984.3076923076924,1
0.516,3293.75,0
0.528,6788.571428571428,0
0.5640000000000001,2379.6,1
0.44,5247.833333333333,0
0.4,0.0,0
0.504,3061.125,0
0.48,3640.0,0
0.516,3568.5,0
0.5519999999999999,0.0,0
0.48,3456.0,0
0.5360000000000001,1020.8571428571428,1
0.5360000000000001,569.7142857142857,1
0.5440000000000002,799.5384615384615,1
0.528,1451.3333333333333,0
0.476,3222.5,0
0.528,746.9333333333333,1
0.44,3384.727272727273,0
0.476,2910.6666666666665,0
0.48,2977.125,0
0.48,1905.3333333333333,1
0.468,2160.285714285714,0
0.48,5383.0,0
0.44,3751.2727272727275,0
0.47200000000000003,2582.538461538462,0
0.48,2233.090909090909,1
0.44,5091.272727272727,0
0.476,3064.6666666666665,0
0.48,5039.727272727272,0
0.48,2860.125,0
0.47200000000000003,3108.0,0
0.512,0.0,1
0.48799999999999993,1680.2,1
0.48,2899.2727272727275,0
0.5360000000000001,583.4285714285714,1
0.452,3187.0,0
0.45999999999999996,2265.5,0
0.46399999999999997,0.0,0
0.56,1147.4545454545455,1
0.48,130.94736842105263,0
0.47200000000000003,4340.25,0
0.39599999999999996,6862.0,0
0.4,5598.818181818181,0
0.48,3972.142857142857,0
0.45999999999999996,4826.166666666666,0
0.48,1618.6875,0
0.48,1132.2307692307693,0
0.468,1457.357142857143,1
0.424,13001.666666666666,0
0.5360000000000001,946.7142857142857,1
0.48,3240.3636363636365,0
0.48799999999999993,1768.1000000000001,0
0.436,4453.25,0
0.552,1363.8333333333333,0
0.48,4196.666666666666,0
0.5680000000000001,1742.5555555555554,1
0.48,3455.090909090909,0
0.42800000000000005,1995.7142857142856,0
0.468,3151.928571428571,0
0.504,2575.777777777778,0
0.49199999999999994,3822.8,0
0.44,1895.4545454545455,0
0.448,5664.888888888889,0
0.45999999999999996,5162.166666666666,0
0.48,964.4117647058824,0
0.456,1492.058823529412,0
0.52,4471.833333333333,0
0.48,3064.3846153846157,0
0.512,251.88235294117646,1
0.5,0.0,0
0.45199999999999996,2063.6,0
0.44,2331.538461538462,0
0.544,0.0,1
0.48,0.0,0
0.5640000000000001,1493.1000000000001,1
0.496,4424.888888888889,0
0.44,3073.111111111111,0
