cross_sect_pressure,n_half_width,max_face_vratio
1.5973333333333335,6,0.2946666666666667
1.6626666666666667,6,0.2946666666666667
1.8359999999999999,5,0.2773333333333333
1.3386666666666667,5,0.192
0.43866666666666665,2,0.224
1.228,3,0.264
2.1013333333333333,6,0.264
2.022666666666667,9,0.2773333333333333
1.2533333333333334,4,0.24933333333333332
1.7720000000000002,7,0.2946666666666667
0.5840000000000001,2,0.264
2.1693333333333333,7,0.2946666666666667
0.6333333333333333,3,0.224
1.1906666666666668,4,0.2773333333333333
1.208,6,0.2773333333333333
1.7453333333333334,7,0.2946666666666667
1.9586666666666668,7,0.2946666666666667
1.3746666666666667,6,0.16
1.524,6,0.2946666666666667
1.7906666666666666,5,0.24933333333333332
1.1453333333333333,4,0.264
1.364,6,0.264
0.992,3,0.264
1.244,5,0.2946666666666667
2.4026666666666667,10,0.264
1.616,5,0.264
0.8893333333333333,4,0.2773333333333333
2.025333333333333,7,0.264
1.096,3,0.24933333333333332
1.8653333333333333,7,0.2946666666666667
1.1600000000000001,4,0.2773333333333333
1.6986666666666668,6,0.264
1.5813333333333335,5,0.264
1.5986666666666667,7,0.224
1.5746666666666667,4,0.2773333333333333
1.6533333333333333,7,0.264
1.7133333333333334,8,0.2946666666666667
1.6333333333333333,6,0.2946666666666667
1.7986666666666666,7,0.264
1.7253333333333334,6,0.2946666666666667
1.6346666666666667,7,0.264
1.6866666666666668,5,0.2773333333333333
1.7706666666666666,5,0.2773333333333333
1.6053333333333333,3,0.224
1.6893333333333334,9,0.264
1.724,7,0.24933333333333332
2.8093333333333335,12,0.2946666666666667
1.412,6,0.264
2.08,8,0.264
1.8093333333333335,9,0.264
1.432,6,0.264
0.6799999999999999,3,0.24933333333333332
0.456,2,0.24933333333333332
0.6880000000000001,3,0.24933333333333332
2.216,8,0.2946666666666667
1.1546666666666667,6,0.224
1.9880000000000002,8,0.264
1.9586666666666668,8,0.264
1.792,8,0.2773333333333333
1.764,5,0.2946666666666667
1.6520000000000001,7,0.264
1.56,6,0.2946666666666667
1.744,5,0.2946666666666667
1.8920000000000001,10,0.2946666666666667
1.5573333333333332,4,0.264
1.9386666666666668,7,0.2946666666666667
1.6426666666666667,6,0.2946666666666667
1.4346666666666668,5,0.264
1.6066666666666667,5,0.224
1.6133333333333333,6,0.2946666666666667
1.764,7,0.2946666666666667
2.048,7,0.2946666666666667
1.3186666666666667,4,0.2773333333333333
1.1453333333333333,4,0.2773333333333333
1.9306666666666668,7,0.2773333333333333
1.5226666666666666,7,0.2773333333333333
1.456,4,0.264
0.7506666666666667,2,0.2773333333333333
2.412,8,0.2946666666666667
2.856,9,0.2946666666666667
1.7946666666666666,6,0.2946666666666667
1.116,5,0.224
2.208,8,0.2946666666666667
0.9106666666666667,4,0.2773333333333333
1.9933333333333334,8,0.264
2.042666666666667,9,0.2773333333333333
2.4506666666666668,9,0.2773333333333333
1.7213333333333334,5,0.2773333333333333
1.4173333333333333,7,0.264
1.6333333333333333,7,0.2773333333333333
1.4506666666666668,5,0.2773333333333333
0.8666666666666667,2,0.22
1.3746666666666667,4,0.2773333333333333
1.764,6,0.264
1.0853333333333333,4,0.22
2.2386666666666666,9,0.2946666666666667
1.512,8,0.264
1.6533333333333333,6,0.224
1.5773333333333333,8,0.264
2.336,11,0.2773333333333333
1.3173333333333335,5,0.2946666666666667
2.021333333333333,6,0.2946666666666667
1.3413333333333335,4,0.224
1.4026666666666667,5,0.264
1.544,5,0.2946666666666667
2.116,6,0.2773333333333333
2.058666666666667,7,0.2946666666666667
2.2173333333333334,9,0.2946666666666667
1.1440000000000001,2,0.2773333333333333
2.010666666666667,6,0.2773333333333333
0.64,2,0.264
0.7053333333333334,2,0.22
1.604,6,0.264
0.29733333333333334,1,0.24933333333333332
2.2253333333333334,9,0.2773333333333333
0.708,1,0.22
2.392,11,0.2946666666666667
2.3746666666666667,10,0.2773333333333333
2.082666666666667,6,0.2773333333333333
1.3533333333333333,7,0.264
1.7853333333333334,5,0.2773333333333333
1.6733333333333333,4,0.2773333333333333
1.5746666666666667,6,0.224
1.816,7,0.2773333333333333
1.8893333333333333,6,0.2946666666666667
1.4040000000000001,6,0.22
1.7093333333333334,6,0.2773333333333333
2.1826666666666665,8,0.2946666666666667
1.4213333333333333,4,0.224
1.496,6,0.2946666666666667
2.0893333333333333,6,0.2773333333333333
1.9120000000000001,5,0.2773333333333333
1.7106666666666666,6,0.2773333333333333
2.024,6,0.2773333333333333
1.6,7,0.2773333333333333
1.8173333333333335,9,0.2773333333333333
1.3213333333333335,3,0.264
1.8,7,0.2773333333333333
2.052,9,0.2946666666666667
1.3333333333333335,7,0.2773333333333333
1.5973333333333333,5,0.2773333333333333
2.050666666666667,7,0.2946666666666667
1.336,7,0.264
2.232,10,0.2946666666666667
1.8546666666666667,7,0.2946666666666667
1.8506666666666667,5,0.2773333333333333
1.5533333333333332,4,0.2773333333333333
1.8093333333333335,6,0.2946666666666667
1.7133333333333334,5,0.2773333333333333
2.52,10,0.2773333333333333
2.142666666666667,7,0.2773333333333333
1.1906666666666665,5,0.2773333333333333
1.6146666666666667,6,0.2946666666666667
1.3573333333333333,5,0.224
1.0026666666666666,3,0.24933333333333332
2.208,7,0.2773333333333333
2.128,7,0.2773333333333333
2.2920000000000003,7,0.2773333333333333
2.46,9,0.2946666666666667
1.5506666666666666,5,0.2773333333333333
1.3573333333333333,4,0.264
1.928,8,0.2773333333333333
1.948,8,0.24933333333333332
1.976,6,0.2773333333333333
1.4293333333333333,6,0.264
1.8306666666666667,6,0.2773333333333333
1.896,6,0.2773333333333333
1.8840000000000001,7,0.2773333333333333
1.4746666666666668,4,0.2773333333333333
1.5293333333333334,7,0.264
2.044,6,0.24933333333333332
1.9106666666666667,6,0.2773333333333333
2.1626666666666665,8,0.2946666666666667
1.9933333333333334,8,0.2773333333333333
1.6746666666666667,6,0.2773333333333333
1.9133333333333333,7,0.2773333333333333
2.014666666666667,6,0.24933333333333332
1.5986666666666667,5,0.2773333333333333
1.48,5,0.2946666666666667
1.62,7,0.264
0.868,2,0.22
0.7986666666666667,3,0.264
2.6613333333333333,10,0.2946666666666667
0.8826666666666667,3,0.224
2.68,11,0.2773333333333333
1.9453333333333334,6,0.2773333333333333
1.1933333333333334,6,0.264
1.4253333333333333,7,0.264
3.1533333333333333,10,0.2946666666666667
1.3826666666666667,5,0.2946666666666667
2.042666666666667,6,0.2773333333333333
0.948,3,0.224
2.8866666666666667,10,0.2946666666666667
2.2466666666666666,9,0.2946666666666667
2.008,7,0.2773333333333333
2.006666666666667,7,0.2773333333333333
2.3213333333333335,7,0.2773333333333333
1.8053333333333335,5,0.24933333333333332
1.1626666666666667,6,0.16
1.744,8,0.2946666666666667
1.4093333333333333,6,0.2773333333333333
1.8506666666666667,6,0.24933333333333332
1.9946666666666668,6,0.2773333333333333
2.06,6,0.2773333333333333
1.7426666666666668,8,0.2946666666666667
1.4946666666666666,4,0.24933333333333332
1.4280000000000002,6,0.264
1.7746666666666666,6,0.2773333333333333
1.4080000000000001,6,0.2773333333333333
1.9306666666666668,6,0.264
1.7986666666666666,5,0.2773333333333333
1.78,8,0.264
0.9586666666666668,4,0.264
1.2453333333333334,5,0.22
0.976,4,0.264
2.3226666666666667,9,0.2773333333333333
0.8160000000000001,3,0.264
1.6826666666666668,8,0.2773333333333333
1.4053333333333333,7,0.224
1.7653333333333334,8,0.264
1.4106666666666667,3,0.24933333333333332
1.7000000000000002,8,0.264
1.54,7,0.264
1.5426666666666666,8,0.2946666666666667
1.7293333333333334,6,0.24933333333333332
1.2106666666666668,6,0.224
1.8826666666666667,5,0.2773333333333333
2.228,8,0.2946666666666667
1.288,7,0.264
1.32,4,0.2946666666666667
2.014666666666667,8,0.2946666666666667
1.8573333333333335,8,0.2946666666666667
1.208,5,0.264
2.090666666666667,8,0.2773333333333333
1.048,4,0.264
1.8653333333333333,6,0.264
1.5986666666666667,5,0.2773333333333333
2.466666666666667,7,0.2946666666666667
1.6346666666666667,6,0.2773333333333333
1.2253333333333334,4,0.2773333333333333
2.432,8,0.2946666666666667
1.8373333333333335,7,0.2946666666666667
0.612,3,0.2946666666666667
1.776,6,0.2773333333333333
1.7306666666666668,6,0.24933333333333332
1.4293333333333333,4,0.224
1.5986666666666667,7,0.2773333333333333
1.72,7,0.2773333333333333
1.2426666666666666,4,0.264
1.8626666666666667,9,0.2773333333333333
0.8666666666666667,1,0.224
1.244,4,0.224
1.8946666666666667,8,0.2773333333333333
1.4040000000000001,5,0.224
1.7346666666666668,7,0.2773333333333333
2.1733333333333333,8,0.264
0.9653333333333334,4,0.2773333333333333
2.3360000000000003,8,0.2946666666666667
0.912,2,0.224
2.7453333333333334,10,0.2946666666666667
2.3013333333333335,9,0.2946666666666667
2.6546666666666665,9,0.2946666666666667
2.3773333333333335,8,0.2946666666666667
1.28,4,0.2773333333333333
1.968,6,0.2946666666666667
0.36,1,0.264
1.7653333333333334,5,0.224
2.348,10,0.2773333333333333
1.5613333333333335,5,0.264
1.5773333333333335,7,0.2773333333333333
2.5853333333333333,11,0.2946666666666667
1.5706666666666667,6,0.192
1.1933333333333334,3,0.192
0.668,2,0.224
2.012,8,0.264
0.9026666666666667,3,0.2773333333333333
1.752,5,0.2773333333333333
1.1346666666666667,5,0.264
1.1213333333333333,6,0.264
1.0773333333333333,5,0.2773333333333333
2.041333333333333,6,0.2946666666666667
1.3920000000000001,5,0.2773333333333333
0.8400000000000001,4,0.24933333333333332
2.4506666666666668,8,0.2946666666666667
0.9826666666666667,3,0.2773333333333333
1.1266666666666667,4,0.2773333333333333
0.8493333333333334,3,0.224
2.3400000000000003,9,0.264
1.9306666666666668,7,0.264
1.208,5,0.2773333333333333
2.578666666666667,8,0.2946666666666667
2.624,8,0.2946666666666667
0.8093333333333333,3,0.24933333333333332
1.3253333333333333,2,0.22
2.108,9,0.2946666666666667
1.56,8,0.264
0.7853333333333333,3,0.192
2.458666666666667,9,0.2773333333333333
0.5213333333333333,2,0.24933333333333332
2.1946666666666665,8,0.2773333333333333
0.31866666666666665,2,0.16
2.148,7,0.2946666666666667
0.996,5,0.224
1.6693333333333333,6,0.264
2.513333333333333,10,0.2773333333333333
0.4666666666666667,1,0.16
1.8106666666666666,8,0.2946666666666667
1.488,5,0.2773333333333333
2.9213333333333336,9,0.2946666666666667
0.512,2,0.224
2.013333333333333,10,0.2946666666666667
1.1520000000000001,2,0.22
1.6293333333333333,8,0.2946666666666667
1.1533333333333333,4,0.2773333333333333
1.36,5,0.2773333333333333
2.4773333333333336,8,0.2946666666666667
2.2333333333333334,10,0.2946666666666667
1.7733333333333334,6,0.24933333333333332
1.0333333333333334,4,0.24933333333333332
2.0893333333333333,8,0.2946666666666667
1.584,8,0.2773333333333333
1.3960000000000001,3,0.24933333333333332
2.7093333333333334,9,0.2946666666666667
1.8573333333333335,7,0.2946666666666667
1.6800000000000002,5,0.2946666666666667
1.4946666666666668,6,0.2946666666666667
2.1626666666666665,6,0.2773333333333333
1.7186666666666668,5,0.2773333333333333
0.8973333333333333,5,0.264
1.856,7,0.2946666666666667
0.44,2,0.224
2.501333333333333,9,0.2946666666666667
2.448,10,0.2773333333333333
0.6906666666666668,2,0.24933333333333332
1.1053333333333333,2,0.224
2.636,9,0.2946666666666667
1.0213333333333332,3,0.24933333333333332
2.848,9,0.2946666666666667
2.070666666666667,7,0.2773333333333333
1.068,5,0.24933333333333332
2.1773333333333333,7,0.2773333333333333
1.5306666666666668,8,0.264
1.608,4,0.2773333333333333
1.6213333333333333,7,0.264
1.4786666666666668,5,0.2946666666666667
1.7186666666666668,7,0.2946666666666667
1.244,4,0.264
1.856,8,0.2946666666666667
0.8,3,0.264
2.3,9,0.2946666666666667
1.856,7,0.264
1.4786666666666666,5,0.2773333333333333
1.6600000000000001,7,0.264
2.068,7,0.264
0.6613333333333333,3,0.2773333333333333
1.0213333333333334,4,0.2773333333333333
2.1173333333333333,8,0.24933333333333332
0.744,3,0.264
2.216,9,0.2773333333333333
2.017333333333333,6,0.2773333333333333
2.682666666666667,10,0.2773333333333333
1.792,5,0.2773333333333333
2.6826666666666665,9,0.2946666666666667
2.96,10,0.2946666666666667
2.404,8,0.2946666666666667
1.996,8,0.2946666666666667
1.6613333333333333,4,0.24933333333333332
3.08,10,0.2946666666666667
0.5773333333333333,2,0.24933333333333332
2.44,9,0.2946666666666667
2.030666666666667,7,0.2946666666666667
0.37733333333333335,3,0.14933333333333335
0.40800000000000003,0,0.192
0.9586666666666667,2,0.224
2.1413333333333333,10,0.2946666666666667
0.5146666666666666,1,0.224
1.336,5,0.224
2.3080000000000003,9,0.2946666666666667
0.792,3,0.22
1.696,6,0.264
1.252,5,0.264
1.848,7,0.2946666666666667
1.5853333333333335,8,0.264
2.1626666666666665,8,0.2773333333333333
0.836,4,0.224
2.522666666666667,9,0.2773333333333333
0.616,3,0.24933333333333332
2.2906666666666666,8,0.2773333333333333
1.8826666666666667,8,0.2773333333333333
1.256,4,0.24933333333333332
1.4733333333333334,6,0.2773333333333333
1.6653333333333333,6,0.24933333333333332
1.196,5,0.264
1.384,5,0.2773333333333333
0.9746666666666667,3,0.2773333333333333
1.586666666666667,6,0.2946666666666667
2.070666666666667,6,0.24933333333333332
2.348,7,0.2773333333333333
1.2173333333333334,3,0.24933333333333332
1.1693333333333333,6,0.22
1.3186666666666667,3,0.264
1.7813333333333334,9,0.2946666666666667
2.2253333333333334,10,0.2946666666666667
2.090666666666667,7,0.2946666666666667
1.0093333333333334,5,0.22
1.4786666666666668,4,0.264
1.6213333333333335,8,0.2946666666666667
1.0346666666666666,3,0.264
2.0653333333333332,9,0.2946666666666667
0.632,2,0.22
0.736,2,0.2773333333333333
2.1453333333333333,6,0.2773333333333333
0.9933333333333333,6,0.24933333333333332
1.9133333333333333,5,0.2773333333333333
1.2253333333333334,7,0.24933333333333332
1.5053333333333334,5,0.2773333333333333
1.6333333333333333,7,0.24933333333333332
1.096,3,0.2773333333333333
2.042666666666667,9,0.24933333333333332
0.8186666666666667,2,0.264
2.32,10,0.2773333333333333
2.3053333333333335,7,0.2773333333333333
0.8333333333333334,5,0.24933333333333332
2.0733333333333333,6,0.2773333333333333
1.0653333333333335,6,0.24933333333333332
1.6653333333333333,6,0.2773333333333333
1.256,4,0.2773333333333333
1.8826666666666667,8,0.24933333333333332
2.16,9,0.2773333333333333
2.2733333333333334,7,0.2946666666666667
1.516,6,0.2613333333333333
1.616,5,0.264
2.068,8,0.2613333333333333
1.4813333333333334,6,0.2613333333333333
2.070666666666667,8,0.2613333333333333
1.5893333333333333,6,0.2613333333333333
1.6586666666666667,5,0.28
1.4733333333333334,4,0.28
2.3213333333333335,9,0.28
1.8573333333333333,9,0.2613333333333333
1.7706666666666666,8,0.2613333333333333
1.228,6,0.2613333333333333
1.4493333333333334,4,0.28
1.1453333333333333,5,0.2613333333333333
1.404,4,0.256
1.6613333333333333,4,0.264
1.0586666666666666,3,0.256
1.9066666666666667,4,0.28
1.276,3,0.28
1.6106666666666667,8,0.2613333333333333
1.4040000000000001,3,0.28
1.5133333333333334,3,0.264
1.4186666666666667,4,0.264
1.3826666666666667,3,0.22
1.7826666666666666,7,0.2613333333333333
1.8986666666666667,8,0.2613333333333333
1.0506666666666666,3,0.22
1.7173333333333334,6,0.2613333333333333
1.9240000000000002,7,0.28
1.2893333333333334,5,0.256
1.104,5,0.17333333333333334
1.26,4,0.2613333333333333
1.56,6,0.2613333333333333
1.792,6,0.256
1.4546666666666668,6,0.256
1.9173333333333333,7,0.264
2.9106666666666667,11,0.28
0.8480000000000001,2,0.168
2.1,8,0.2613333333333333
1.4186666666666667,3,0.28
1.9026666666666667,7,0.2613333333333333
1.8333333333333335,9,0.2613333333333333
1.5746666666666667,5,0.256
1.4320000000000002,5,0.264
1.9666666666666668,6,0.28
1.1706666666666667,4,0.256
1.2893333333333334,5,0.256
1.9573333333333334,8,0.264
1.2146666666666666,5,0.2613333333333333
0.4653333333333333,3,0.17333333333333334
1.5013333333333334,7,0.2613333333333333
1.8746666666666667,4,0.28
1.2986666666666666,4,0.256
1.2453333333333334,6,0.17333333333333334
1.972,8,0.2613333333333333
1.3213333333333332,5,0.256
1.4693333333333334,7,0.2613333333333333
1.9426666666666668,7,0.2613333333333333
2.2720000000000002,6,0.28
1.4253333333333333,6,0.256
1.764,4,0.28
1.4986666666666668,6,0.256
1.396,4,0.22
1.7266666666666666,6,0.28
1.9426666666666668,8,0.2613333333333333
1.6013333333333333,4,0.28
2.392,7,0.28
0.8933333333333333,3,0.17333333333333334
1.972,8,0.2613333333333333
1.8533333333333333,7,0.2613333333333333
1.3426666666666667,5,0.2613333333333333
1.26,4,0.2613333333333333
0.7706666666666667,3,0.256
1.0613333333333332,4,0.17333333333333334
2.656,9,0.28
1.9346666666666668,7,0.2613333333333333
1.6720000000000002,5,0.28
1.1746666666666667,3,0.256
1.8906666666666667,7,0.2613333333333333
2.0853333333333333,8,0.264
1.4706666666666666,5,0.2613333333333333
0.8813333333333333,3,0.17333333333333334
1.4826666666666668,7,0.2613333333333333
1.8653333333333335,9,0.2613333333333333
1.812,8,0.2613333333333333
1.0533333333333332,3,0.17333333333333334
1.7613333333333334,9,0.2613333333333333
1.328,2,0.264
1.8546666666666667,6,0.28
1.8186666666666667,5,0.28
1.2733333333333334,5,0.2613333333333333
1.3053333333333335,5,0.2613333333333333
1.2546666666666666,3,0.2613333333333333
2.009333333333333,10,0.256
1.7693333333333334,5,0.28
2.3306666666666667,8,0.28
1.008,2,0.16
1.276,4,0.256
1.9066666666666667,5,0.256
2.1133333333333333,9,0.2613333333333333
1.916,8,0.2613333333333333
1.5146666666666668,8,0.2613333333333333
1.2533333333333334,4,0.264
1.6533333333333333,6,0.28
1.72,5,0.28
1.1386666666666667,4,0.256
1.372,3,0.28
2.132,8,0.2613333333333333
1.5213333333333334,6,0.264
1.5373333333333334,5,0.17333333333333334
2.24,9,0.28
2.208,9,0.28
0.396,2,0.256
1.0426666666666666,4,0.256
1.116,4,0.256
1.9066666666666667,4,0.28
1.5653333333333332,7,0.2613333333333333
1.4493333333333334,5,0.256
1.4053333333333333,6,0.17333333333333334
1.4466666666666668,5,0.256
1.8146666666666667,5,0.28
1.5546666666666669,6,0.28
1.4786666666666668,6,0.17333333333333334
1.8026666666666666,8,0.2613333333333333
1.5653333333333332,4,0.2613333333333333
1.072,4,0.256
1.7386666666666666,8,0.2613333333333333
2.032,6,0.28
2.3533333333333335,9,0.28
1.1613333333333333,5,0.256
1.168,2,0.264
2.030666666666667,7,0.2613333333333333
1.232,5,0.17333333333333334
1.6293333333333333,7,0.2613333333333333
1.7546666666666666,8,0.256
0.3826666666666667,2,0.168
1.7773333333333334,6,0.264
1.4586666666666668,4,0.28
1.192,4,0.22
1.0213333333333332,3,0.17333333333333334
1.404,5,0.17333333333333334
1.6693333333333333,4,0.264
1.7333333333333334,7,0.2613333333333333
1.9186666666666667,6,0.28
2.244,7,0.28
0.16,0,0.16
1.9386666666666668,6,0.28
1.692,6,0.2613333333333333
1.328,4,0.17333333333333334
1.46,3,0.256
2.3573333333333335,8,0.28
2.594666666666667,10,0.2613333333333333
1.96,7,0.28
1.564,6,0.2613333333333333
1.736,6,0.256
1.6053333333333333,5,0.22
1.648,5,0.2613333333333333
1.588,3,0.256
1.7093333333333334,6,0.264
1.828,7,0.264
1.2586666666666666,3,0.256
1.3733333333333333,5,0.256
1.7386666666666666,7,0.2613333333333333
1.332,3,0.256
1.696,4,0.28
1.4013333333333333,4,0.17333333333333334
1.8933333333333333,6,0.256
1.6333333333333335,4,0.28
1.5266666666666666,5,0.2613333333333333
1.1533333333333333,5,0.17333333333333334
1.748,6,0.256
1.468,6,0.2613333333333333
1.6786666666666668,5,0.256
1.2506666666666666,5,0.2613333333333333
2.14,7,0.28
1.1026666666666667,4,0.168
1.2133333333333334,4,0.2613333333333333
1.2866666666666666,4,0.28
0.30533333333333335,0,0.14666666666666667
1.9013333333333333,6,0.2613333333333333
1.2453333333333334,5,0.256
2.0613333333333332,9,0.2613333333333333
1.0853333333333333,2,0.256
1.7426666666666668,5,0.28
1.4546666666666668,5,0.256
1.4226666666666667,5,0.256
1.3906666666666667,5,0.256
1.668,5,0.2613333333333333
1.7866666666666666,6,0.17333333333333334
1.5,4,0.17333333333333334
1.244,4,0.256
1.8706666666666667,7,0.2613333333333333
1.716,5,0.2613333333333333
1.3733333333333333,4,0.2613333333333333
1.24,4,0.28
1.88,6,0.22
1.5333333333333334,5,0.28
1.8013333333333335,6,0.264
1.6693333333333333,6,0.28
1.9733333333333334,7,0.28
1.824,6,0.28
1.7653333333333334,5,0.28
1.592,4,0.28
1.3186666666666667,3,0.168
1.6786666666666665,7,0.2613333333333333
1.6880000000000002,6,0.17333333333333334
1.392,5,0.2613333333333333
1.5506666666666666,6,0.17333333333333334
1.54,5,0.2613333333333333
0.5346666666666666,1,0.16
2.445333333333333,9,0.2613333333333333
2.033333333333333,8,0.28
1.3626666666666667,5,0.2613333333333333
1.784,6,0.17333333333333334
1.6653333333333333,5,0.17333333333333334
1.8826666666666667,6,0.17333333333333334
0.4933333333333333,2,0.2613333333333333
1.1440000000000001,4,0.28
2.04,6,0.22
1.9693333333333334,7,0.264
1.8973333333333335,6,0.264
2.22,8,0.28
2.148,7,0.28
1.7106666666666668,6,0.17333333333333334
1.9146666666666667,6,0.2613333333333333
1.952,5,0.28
1.992,8,0.2613333333333333
2.029333333333333,7,0.28
